1,1,50.000000024544924,"equilibrium"
2,2,2.596971960405897,"min and time near min",69
2,2,1570.3762578848089,"max"
3,3,1.0920356934427824,"min and time near min",96
3,3,5939.307558177951,"max"
4,4,0.8882469035601859,"min and time near min",113
4,4,11949.09140857786,"max"
5,5,0.8670037932847252,"min and time near min",124
5,5,18584.74826541468,"max"
6,6,0.8942527181198956,"min and time near min",132
6,6,25222.462373655377,"max"
7,7,0.9344290798683028,"min and time near min",138
7,7,31631.68988738727,"max"
8,8,0.9751804893992175,"min and time near min",143
8,8,37763.057671669565,"max"
9,9,1.0076095805104315,"min and time near min",147
9,9,43560.34531877891,"max"
10,10,1.0225962043500418,"min and time near min",151
10,10,49245.12159448817,"max"
11,11,1.030117559926983,"min and time near min",154
11,11,54643.80233014721,"max"
12,12,1.0329526245214522,"min and time near min",156
12,12,59836.83620702712,"max"
13,13,1.0326655240434781,"min and time near min",157
13,13,64858.80899450678,"max"
14,14,1.030293730424929,"min and time near min",160
14,14,69710.12962259319,"max"
15,15,1.0264739298223842,"min and time near min",162
15,15,74409.79675582226,"max"
16,16,1.0216391442469825,"min and time near min",163
16,16,78928.24332756951,"max"
17,17,1.016106592343043,"min and time near min",164
17,17,83401.0269658873,"max"
18,18,1.0100088619624683,"min and time near min",165
18,18,87722.75459909972,"max"
19,19,1.0035635269844467,"min and time near min",167
19,19,91932.78729982165,"max"
20,20,0.9968839178360431,"min and time near min",168
20,20,96042.33370702612,"max"
30,30,0.926242260755952,"min and time near min",175
30,30,132840.41793416804,"max"
40,40,0.861081761219732,"min and time near min",178
40,40,163724.98013022487,"max"
50,50,0.8048157085553708,"min and time near min",180
50,50,189914.4730356936,"max"
100,100,0.6246190187799076,"min and time near min",186
100,100,273761.1024960143,"max"
200,200,0.48161248683062785,"min and time near min",189
200,200,340399.0688407612,"max"
