X réel,Y réel
0.08898305084745764,1.5956521739130436
0.11016949152542374,1.5391304347826087
0.13559322033898308,1.4869565217391305
0.1610169491525424,1.4304347826086958
0.19067796610169493,1.3608695652173914
0.21186440677966104,1.308695652173913
0.24152542372881358,1.2391304347826089
0.2838983050847458,1.165217391304348
0.3135593220338983,1.0956521739130436
0.3559322033898305,1.0260869565217392
0.3983050847457627,0.9608695652173913
0.4491525423728814,0.8913043478260869
0.4957627118644068,0.839130434782609
0.5381355932203389,0.7956521739130435
0.5932203389830508,0.7434782608695651
0.652542372881356,0.7000000000000002
0.7033898305084745,0.6652173913043478
0.7754237288135593,0.6217391304347828
0.8432203389830508,0.5826086956521741
0.902542372881356,0.5521739130434784
0.9830508474576272,0.526086956521739
1.042372881355932,0.4956521739130437
1.1016949152542372,0.4782608695652173
1.1864406779661016,0.4521739130434783
1.2584745762711864,0.43478260869565233
1.3220338983050848,0.4217391304347826
1.402542372881356,0.3999999999999999
1.4915254237288136,0.3695652173913042
1.5805084745762712,0.3608695652173912
1.6864406779661016,0.33913043478260896
1.7669491525423728,0.3304347826086955
1.8389830508474576,0.3217391304347825
1.923728813559322,0.30869565217391326
2.0211864406779663,0.29130434782608683
2.1271186440677967,0.27826086956521756
2.207627118644068,0.26956521739130457
2.3177966101694913,0.26956521739130457
2.3940677966101696,0.25652173913043486
2.4788135593220337,0.24782608695652186
2.5508474576271185,0.24347826086956514
2.614406779661017,0.23478260869565215
2.690677966101695,0.23043478260869588
2.7796610169491527,0.21739130434782616
2.830508474576271,0.22173913043478288
2.8983050847457625,0.21304347826086945
2.9491525423728815,0.21304347826086945
