X réel,Y réel
0.1641104294478528,2.949074074074074
0.1641104294478528,2.9166666666666665
0.16871165644171782,2.884259259259259
0.16871165644171782,2.861111111111111
0.1641104294478528,2.824074074074074
0.16871165644171782,2.773148148148148
0.17331288343558288,2.7453703703703702
0.17331288343558288,2.7037037037037037
0.17331288343558288,2.6666666666666665
0.17791411042944788,2.625
0.17791411042944788,2.5833333333333335
0.17791411042944788,2.5416666666666665
0.18251533742331288,2.5046296296296298
0.18711656441717794,2.4722222222222223
0.19171779141104295,2.4305555555555554
0.200920245398773,2.388888888888889
0.196319018404908,2.361111111111111
0.19171779141104295,2.310185185185185
0.200920245398773,2.2685185185185186
0.20552147239263807,2.2222222222222223
0.20552147239263807,2.1805555555555554
0.21012269938650308,2.1342592592592595
0.21472392638036814,2.0972222222222223
0.21472392638036814,2.0694444444444446
0.2239263803680982,2.037037037037037
0.2239263803680982,1.9953703703703705
0.2285276073619632,1.9537037037037037
0.23773006134969327,1.9212962962962963
0.23773006134969327,1.875
0.2515337423312884,1.8425925925925926
0.26073619631901845,1.8148148148148149
0.26533742331288346,1.777777777777778
0.2791411042944786,1.7592592592592593
0.2975460122699387,1.7685185185185186
0.3113496932515338,1.7824074074074074
0.32515337423312884,1.800925925925926
0.32515337423312884,1.8240740740740742
0.3343558282208589,1.8472222222222223
0.34355828220858897,1.8796296296296295
0.34815950920245403,1.9166666666666667
0.3573619631901841,1.962962962962963
0.3619631901840491,2.0046296296296298
0.36656441717791416,2.0462962962962963
0.37116564417177916,2.0833333333333335
0.3803680981595092,2.1203703703703702
0.38496932515337423,2.1666666666666665
0.38496932515337423,2.2083333333333335
0.39417177914110435,2.2453703703703702
0.39877300613496935,2.2916666666666665
0.39877300613496935,2.351851851851852
0.4079754601226995,2.4074074074074074
0.4079754601226995,2.4537037037037037
0.4125766871165645,2.5046296296296298
0.4125766871165645,2.560185185185185
0.4171779141104295,2.6064814814814814
0.4171779141104295,2.6435185185185186
0.4217791411042945,2.6944444444444446
0.4217791411042945,2.7314814814814814
0.4309815950920246,2.7777777777777777
0.4309815950920246,2.837962962962963
0.4309815950920246,2.8657407407407405
0.4309815950920246,2.9027777777777777
0.4309815950920246,2.939814814814815
