3,0.5556087006854411,"min and time near min",7.2000000000000455
3,14.771220041832928,"max"
5,0.3868295627225035,"min and time near min",5.800000000000068
5,11.958794195631363,"max"
10,0.23727072748425534,"min and time near min",4.7999999999999545
10,8.697971216628924,"max"
20,0.1441399263283547,"min and time near min",4.2000000000000455
20,6.122701138013364,"max"
30,0.10689062341000569,"min and time near min",4.
30,4.925612802754281,"max"
40,0.08617805055179449,"min and time near min",4.
40,4.198371576131625,"max"
50,0.07276687394718558,"min and time near min",3.7999999999999545
50,3.6990400254687095,"max"
60,0.06331015423172218,"min and time near min",3.6000000000000227
60,3.3288531329083537,"max"
70,0.05623934457445948,"min and time near min",3.6000000000000227
70,3.040810187027667,"max"
80,0.05072725311662429,"min and time near min",3.6000000000000227
80,2.8090006141278723,"max"
90,0.04629848594389988,"min and time near min",3.6000000000000227
90,2.6173534795359097,"max"
100,0.0426532544400342,"min and time near min",3.599999999999909
100,2.4555701599806206,"max"
