0.001,0.001,-0.009047824256676003
0.001,0.501,-0.0090489696269099
0.001,1.001,-0.009049601450570056
0.001,1.501,-0.00904973275692142
0.001,2.001,-0.009049376243586317
0.001,2.501,-0.009048544287939067
0.001,3.001,-0.009047248957928385
0.001,3.501,-0.009045502022363323
0.001,4.0009999999999994,-0.009043314960696361
0.001,4.5009999999999994,-0.009040698972334714
0.001,5.0009999999999994,-0.009037664985508837
0.001,5.5009999999999994,-0.00903422366572503
0.001,6.0009999999999994,-0.009030385423827239
0.001,6.5009999999999994,-0.009026160423691644
0.001,7.0009999999999994,-0.009021558589575533
0.001,7.5009999999999994,-0.009016589613141298
0.001,8.001,-0.009011262960173998
0.001,8.501,-0.009005587877010873
0.001,9.001,-0.008999573396698915
0.001,9.501,-0.008993228344896256
0.001,10.001,-0.008986561345531904
0.001,10.501,-0.008979580826237215
0.001,11.001,-0.008972295023562081
0.001,11.501,-0.008964711987987478
0.001,12.001,-0.008956839588745715
0.001,12.501,-0.00894868551845868
0.001,13.001,-0.00894025729760395
0.001,13.501,-0.008931562278817907
0.001,14.001,-0.008922607651044596
0.001,14.501,-0.008913400443538078
0.001,15.001,-0.008903947529726187
0.001,15.501,-0.008894255630942633
0.001,16.000999999999998,-0.008884331320034126
0.001,16.500999999999998,-0.00887418102484884
0.001,17.000999999999998,-0.00886381103161207
0.001,17.500999999999998,-0.008853227488194561
0.001,18.000999999999998,-0.008842436407278817
0.001,18.500999999999998,-0.008831443669428181
0.001,19.000999999999998,-0.008820255026063322
0.001,19.500999999999998,-0.008808876102350427
0.001,20.000999999999998,-0.00879731240000507
0.001,20.500999999999998,-0.008785569300015861
0.001,21.000999999999998,-0.008773652065291133
0.001,21.500999999999998,-0.0087615658432322
0.001,22.000999999999998,-0.008749315668236403
0.001,22.500999999999998,-0.00873690646413297
0.001,23.000999999999998,-0.00872434304655435
0.001,23.500999999999998,-0.008711630125245817
0.001,24.000999999999998,-0.008698772306315937
0.001,24.500999999999998,-0.008685774094429983
0.001,25.000999999999998,-0.008672639894948896
0.001,25.500999999999998,-0.008659374016015567
0.001,26.000999999999998,-0.008645980670590612
0.001,26.500999999999998,-0.008632463978439591
0.001,27.000999999999998,-0.008618827968073166
0.001,27.500999999999998,-0.00860507657864217
0.001,28.000999999999998,-0.008591213661788989
0.001,28.500999999999998,-0.008577242983456801
0.001,29.000999999999998,-0.008563168225658242
0.001,29.500999999999998,-0.008548992988204464
0.001,30.000999999999998,-0.008534720790396418
0.001,30.500999999999998,-0.008520355072678915
0.001,31.000999999999998,-0.0085058991982592
0.001,31.500999999999998,-0.008491356454690808
0.001,32.001,-0.008476730055423732
0.001,32.501,-0.008462023141322019
0.001,33.001,-0.00844723878214967
0.001,33.501,-0.00843237997802569
0.001,34.001,-0.008417449660849096
0.001,34.501,-0.00840245069569497
0.001,35.001,-0.008387385882181854
0.001,35.501,-0.008372257955811643
0.001,36.001,-0.008357069589282505
0.001,36.501,-0.008341823393775417
0.001,37.001,-0.008326521920215164
0.001,37.501,-0.00831116766050614
0.001,38.001,-0.008295763048743968
0.001,38.501,-0.00828031046240287
0.001,39.001,-0.00826481222350006
0.001,39.501,-0.008249270599737091
0.006,0.001,-0.0435375860784379
0.006,0.501,-0.044155421886706764
0.006,1.001,-0.0447960185509871
0.006,1.501,-0.04546164655114834
0.006,2.001,-0.04615491035701566
0.006,2.501,-0.04687881862452622
0.006,3.001,-0.0476368739817935
0.006,3.501,-0.048433189416684806
0.006,4.0009999999999994,-0.04927264141641266
0.006,4.5009999999999994,-0.05016107487742187
0.006,5.0009999999999994,-0.051105582559410605
0.006,5.5009999999999994,-0.05211489459865663
0.006,6.0009999999999994,-0.05319993527729591
0.006,6.5009999999999994,-0.054374642674632455
0.006,7.0009999999999994,-0.05565721828023804
0.006,7.5009999999999994,-0.057072114311332335
0.006,8.001,-0.05865336329489932
0.006,8.501,-0.06045053745186513
0.006,9.001,-0.06254038252715426
0.006,9.501,-0.06505242719200531
0.006,10.001,-0.06823645111976101
0.006,10.501,-0.0727048457592921
0.006,11.001,-0.08140573772494818
0.006,11.501,-0.08652769326211784
0.006,12.001,-0.08301363857252397
0.006,12.501,-0.07980322282799707
0.006,13.001,-0.07685994298531196
0.006,13.501,-0.0741528542404761
0.006,14.001,-0.07165555756480371
0.006,14.501,-0.06934539992429684
0.006,15.001,-0.06720283695283305
0.006,15.501,-0.06521092094101616
0.006,16.000999999999998,-0.06335488638132436
0.006,16.500999999999998,-0.06162181210937012
0.006,17.000999999999998,-0.060000344064899416
0.006,17.500999999999998,-0.05848046638708035
0.006,18.000999999999998,-0.05705331131854684
0.006,18.500999999999998,-0.05571100047508414
0.006,19.000999999999998,-0.054446511622482555
0.006,19.500999999999998,-0.05325356631757534
0.006,20.000999999999998,-0.05212653470985945
0.006,20.500999999999998,-0.05106035453125975
0.006,21.000999999999998,-0.05005046187453745
0.006,21.500999999999998,-0.049092731812661716
0.006,22.000999999999998,-0.04818342726992349
0.006,22.500999999999998,-0.047319154841604885
0.006,23.000999999999998,-0.04649682648850238
0.006,23.500999999999998,-0.04571362621767807
0.006,24.000999999999998,-0.04496698101082172
0.006,24.500999999999998,-0.04425453538376168
0.006,25.000999999999998,-0.043574129060586386
0.006,25.500999999999998,-0.04292377732794422
0.006,26.000999999999998,-0.04230165370281338
0.006,26.500999999999998,-0.04170607460313802
0.006,27.000999999999998,-0.041135485757367043
0.006,27.500999999999998,-0.040588450127857625
0.006,28.000999999999998,-0.040063637155698946
0.006,28.500999999999998,-0.03955981316190019
0.006,29.000999999999998,-0.03907583276297541
0.006,29.500999999999998,-0.03861063117848124
