1,580.6572242034076
2,560.2287687862778
3,539.1908243852048
4,518.6421204487295
5,501.30891262845785
6,492.3173908024945
7,499.037289201323
8,529.9150845775167
9,592.7799614473018
10,693.2672868684219
11,833.827734595471
12,1013.485493808184
13,1228.2415788061783
14,1471.8607673200404
15,1736.740739211004
16,2014.6244160561666
17,2297.0407299750473
18,2575.500525315952
19,2841.5734059452875
20,3086.9966992184345
21,3303.919704684569
22,3485.2997165357638
23,3625.383709639363
24,3720.165809568568
25,3767.711345192725
26,3768.275835830414
27,3724.199524275502
28,3639.60642032699
29,3519.968920474834
30,3371.6115101828987
31,3201.221907650055
32,3015.422938031103
33,2820.4373654125875
34,2621.859452787084
35,2424.531258042743
36,2232.510476792898
37,2049.1121874830014
38,1877.003778687874
39,1718.3325277849997
40,1574.867045775673
41,1448.1345035274915
42,1339.537913189348
43,1250.4389761815448
44,1182.1955422421713
45,1136.1466563911831
46,1113.54445395554
47,1115.4393959995577
48,1142.53270737036
49,1195.0163573909358
50,1272.4227154920065
51,1373.5060932604106
52,1496.1715075662482
53,1637.4589047534746
54,1793.5834146477812
55,1960.0275825058532
56,2131.6803026866482
57,2303.0191030003384
58,2468.332638709693
59,2621.978003613606
60,2758.661157747275
61,2873.7203200243434
62,2963.3853136347625
63,3024.9837064187927
64,3057.0693074549617
65,3059.4574866098883
66,3033.166526789951
67,2980.276185640823
68,2903.724473626128
69,2807.0695689541512
70,2694.2445508699884
71,2569.328375600412
72,2436.3511303637433
73,2299.1443335729127
74,2161.2400999227443
75,2025.8177862762477
76,1895.6912649772396
77,1773.3284117865412
78,1660.8916532385663
79,1560.288241733739
80,1473.2191713593074
81,1401.2164038907763
82,1345.6602395158754
83,1307.771294775503
84,1288.5752800993741
85,1288.8427392237422
86,1309.0102670953977
87,1349.092912245297
88,1408.5999769405175
89,1486.465729848964
90,1581.0060192411643
91,1689.907638264588
92,1810.254911665615
93,1938.594320625142
94,2071.036186343811
95,2203.3908081696
96,2331.3346931012334
97,2450.599731962637
98,2557.1746801031054
99,2647.5046541815427
100,2718.6717862271275
101,2768.5397446048023
102,2795.847697617463
103,2800.244954813594
104,2782.2645533102245
105,2743.241615214978
106,2685.187522724742
107,2610.636596055735
108,2522.481090305883
109,2423.8107449153954
110,2317.769336237565
111,2207.4370632810687
112,2095.74309408207
113,1985.4090884224836
114,1878.920462856034
115,1778.5208180298584
116,1686.2219069827584
117,1603.8223222844194
118,1532.9264313607823
119,1474.9572575227578
120,1431.1573157297273
121,1402.5739190088361
122,1390.0283468506539
123,1394.0703214408672
124,1414.9225404018218
125,1452.422206483585
126,1505.9669463925545
127,1574.4736575018394
128,1656.3571541162878
129,1749.5337914968104
130,1851.4533701071202
131,1959.1605705940915
132,2069.3847523706454
133,2178.656078513163
134,2283.442870168031
135,2380.3036143592335
136,2466.044508569256
137,2537.8705069573703
138,2593.518969651362
139,2631.362342952725
140,2650.473118813102
141,2650.6434055104532
142,2632.3613544176387
143,2596.7468619559913
144,2545.4567296697023
145,2480.5692518555875
146,2404.460276515656
147,2319.682036659761
148,2228.8533484010095
149,2134.5676777434387
150,2039.3224846031676
151,1945.4702500465326
152,1855.1895348137377
153,1770.4720883760995
154,1693.12120973782
155,1624.7558891817666
156,1566.8149911112732
157,1520.5568157406444
158,1487.050440755349
159,1467.156526893007
160,1461.4977877173803
161,1470.421287761084
162,1493.955936636351
163,1531.7708422709015
164,1583.140245903968
165,1646.9208265817847
166,1721.546378889585
167,1805.0435310792948
168,1895.0705875599926
169,1988.9799402333704
170,2083.9028307836047
171,2176.853557748115
172,2264.8484427088756
173,2345.0330435195997
174,2414.8094881934067
175,2471.9547583679137
176,2514.7206501402534
177,2541.9072586279735
178,2552.9041535839756
179,2547.6966442873845
180,2526.8382455806004
181,2491.3933979169587
182,2442.857863378455
183,2383.0649016578022
184,2314.086267391915
185,2238.13598869068
186,2157.4835957739188
187,2074.3810422911324
188,1991.0057311405196
189,1909.419652607487
190,1831.5431345946395
